ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count
2729-1309-861,VDOL/reorientation_8,1,150,0,0,0.0,0,2729-1309-861,2729,1309,861,/home/anna/.ssgetpy/MM/VDOL/reorientation_8/reorientation_8.mtx,1309,1309,5656,False,1.0,1.0,0.0033008828227450437,4.320855614973262,1305,36.018313839516466,3.331293037490436,1.3983130383797147,1,6,1.2990353697749195,12.171816357761578,1,732,4354
1044-1469-291,Sandia/adder_dcop_61,1,83,0,0,0.0,0,1044-1469-291,1044,1469,291,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_61/adder_dcop_61.mtx,1469,1469,5760,False,0.0023250406882120438,0.5263892118112067,0.002669186329131991,3.9210347174948943,32,1.8827540169222012,3.2742155525238745,1.707012530391116,1,30,1.2,0.4699290726623895,1,5,4800
1049-1536-143,Sandia/adder_dcop_66,1,48,0,0,0.0,0,1049-1536-143,1049,1536,143,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_66/adder_dcop_66.mtx,1536,1536,5852,False,0.0018492834026814608,0.565880721220527,0.002480400933159722,3.8098958333333335,10,1.7579132468046257,3.195822454308094,1.556015293144131,1,9,1.1952614379084967,0.4580725785350783,1,5,4896
935-540-2386,Lucifora/cell2,1,76,1,71,1.07042253521127,0,935-540-2386,935,540,2386,/home/anna/.ssgetpy/MM/Lucifora/cell2/cell2.mtx,540,540,1981,False,0.009715475364330326,0.7120055517002082,0.006793552812071331,3.6685185185185185,5,0.7718002222015732,2.7185185185185183,0.453820846555307,1,3,1.3494550408719346,0.4767978767582015,1,2,1468
444-401-765,Garon/garon1,1,16,1,56,0.285714285714286,0,444-401-765,444,401,765,/home/anna/.ssgetpy/MM/Garon/garon1/garon1.mtx,401,401,1893,False,0.5777479892761395,1.0,0.011772314848788254,4.720698254364089,5,0.5881587239093444,3.4064837905236907,0.6932937435348271,1,4,1.3857979502196194,0.6680780765923425,1,4,1366
300-879-13,Bai/cdde1,1,94,1,76,1.23684210526316,0,300-879-13,300,879,13,/home/anna/.ssgetpy/MM/Bai/cdde1/cdde1.mtx,879,879,4275,False,0.0,1.0,0.00553297068107957,4.863481228668942,5,0.3626751625606889,2.9294653014789533,0.25604600138567235,2,3,1.6601941747572815,0.9284437135801259,1,3,2575
1560-870-2531,Schenk_IBMNA/c-41,1,194,1,51,3.80392156862745,1,1560-870-2531,1560,870,2531,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-41/c-41.mtx,870,870,870,False,1.0,1.0,0.0011494252873563218,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,870
412-378-1936,FIDAP/ex14,1,71,0,0,0.0,0,412-378-1936,412,378,1936,/home/anna/.ssgetpy/MM/FIDAP/ex14/ex14.mtx,378,378,5855,False,1.0,1.0,0.04097729626830156,15.489417989417989,34,5.860922889919398,8.394179894179894,4.52046118233211,1,22,1.8452568547116295,1.5703907302298998,1,8,3173
3-503-34,HB/662_bus,1,174,1,80,2.175,1,3-503-34,3,503,34,/home/anna/.ssgetpy/MM/HB/662_bus/662_bus.mtx,503,503,1691,True,1.0,1.0,0.006683556711421333,3.3618290258449304,10,1.446286199879084,3.1391650099403576,1.3047233730287753,1,8,1.0709309689677011,0.2956896721031778,1,4,1579
213-148-5,HB/mcfe,0,150,1,55,2.72727272727273,1,213-148-5,213,148,5,/home/anna/.ssgetpy/MM/HB/mcfe/mcfe.mtx,148,148,2685,False,0.0,0.9389042175798187,0.12258035062089116,18.14189189189189,31,3.506769775531737,2.4121621621621623,2.691149292448112,1,10,7.5210084033613445,7.712823988986358,1,19,357
3-136-443,HB/662_bus,1,92,1,73,1.26027397260274,0,3-136-443,3,136,443,/home/anna/.ssgetpy/MM/HB/662_bus/662_bus.mtx,136,136,460,True,1.0,1.0,0.02487024221453287,3.3823529411764706,8,1.398837876540484,3.2279411764705883,1.3610490750796191,1,8,1.0478359908883828,0.23379334074387612,1,3,439
317-112-136,Bai/odepb400,1,5,1,51,0.0980392156862745,0,317-112-136,317,112,136,/home/anna/.ssgetpy/MM/Bai/odepb400/odepb400.mtx,112,112,112,False,1.0,1.0,0.008928571428571428,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,112
1173-633-1088,HB/cegb2802,1,538,0,0,0.0,0,1173-633-1088,1173,633,1088,/home/anna/.ssgetpy/MM/HB/cegb2802/cegb2802.mtx,633,633,61619,False,1.0,1.0,0.15378260945521338,97.34439178515008,153,31.41253114758009,4.551342812006319,1.2660229668620189,1,6,21.388059701492537,18.498460485993636,3,57,2881
1640-1358-2275,Bai/tols4000,1,3,1,51,0.0588235294117647,0,1640-1358-2275,1640,1358,2275,/home/anna/.ssgetpy/MM/Bai/tols4000/tols4000.mtx,1358,1358,1358,False,1,1,0.0007363770250368188,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1358
380-204-91,DRIVCAV/cavity01,1,175,1,77,2.27272727272727,1,380-204-91,380,204,91,/home/anna/.ssgetpy/MM/DRIVCAV/cavity01/cavity01.mtx,204,204,4482,False,0.5559916878319094,0.8616947587162318,0.10769896193771626,21.970588235294116,62,12.159040759985915,5.25,2.2319537735040176,1,13,4.184873949579832,4.266276566329686,1,22,1071
1085-327-300,Sandia/fpga_dcop_31,1,3,1,51,0.0588235294117647,0,1085-327-300,1085,327,300,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_31/fpga_dcop_31.mtx,327,327,653,False,0.006134969325153374,1.0,0.006106855951145153,1.996941896024465,2,0.055215504847913724,1.0,0.0,1,1,1.996941896024465,0.055215504847913724,1,2,327
206-143-3,HB/lund_a,1,115,1,62,1.85483870967742,1,206-143-3,206,143,3,/home/anna/.ssgetpy/MM/HB/lund_a/lund_a.mtx,143,143,2397,True,1.0,1.0,0.11721844588977456,16.762237762237763,21,4.341953480564388,2.874125874125874,0.38985621999346437,2,4,5.8321167883211675,2.099366176156897,1,9,411
1609-159-1318,Cylshell/s2rmt3m1,1,115,1,52,2.21153846153846,1,1609-159-1318,1609,159,1318,/home/anna/.ssgetpy/MM/Cylshell/s2rmt3m1/s2rmt3m1.mtx,159,159,2675,True,1.0,1.0,0.10581068786835963,16.82389937106918,18,2.3989898062523625,1.0754716981132075,0.2641509433962264,1,2,15.64327485380117,4.213067783993697,2,18,171
1448-465-1407,Oberwolfach/t2dal_bci,0,500,1,67,7.46268656716418,1,1448-465-1407,1448,465,1407,/home/anna/.ssgetpy/MM/Oberwolfach/t2dal_bci/t2dal_bci.mtx,465,465,3863,False,1.0,1.0,0.017865649208000926,8.30752688172043,9,1.2976601406667396,2.8193548387096774,0.3847239100871116,2,3,2.946605644546148,0.231504868815872,1,3,1311
2752-182-250,VDOL/tumorAntiAngiogenesis_5,1,25,0,51,0.490196078431373,0,2752-182-250,2752,182,250,/home/anna/.ssgetpy/MM/VDOL/tumorAntiAngiogenesis_5/tumorAntiAngiogenesis_5.mtx,182,182,385,False,1.0,1.0,0.01162299239222316,2.1153846153846154,180,13.22638408035552,1.1318681318681318,0.33834734765583857,1,2,1.8689320388349515,10.8246081489311,1,155,206
1078-210-493,Sandia/fpga_dcop_24,1,3,1,51,0.0588235294117647,0,1078-210-493,1078,210,493,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_24/fpga_dcop_24.mtx,210,210,418,False,0.0,1.0,0.009478458049886621,1.9904761904761905,2,0.09712418121129116,1.0,0.0,1,1,1.9904761904761905,0.09712418121129116,1,2,210
319-952-46,Bai/olm1000,0,1000,1,70,14.2857142857143,1,319-952-46,319,952,46,/home/anna/.ssgetpy/MM/Bai/olm1000/olm1000.mtx,952,952,3802,False,0.3333333333333333,0.6666666666666666,0.0041950603770920135,3.9936974789915967,6,1.9989393681541896,1.0,0.0,1,1,3.9936974789915967,1.9989393681541896,1,6,952
2245-1559-2384,TSOPF/TSOPF_RS_b9_c6,1,500,1,51,9.80392156862745,1,2245-1559-2384,2245,1559,2384,/home/anna/.ssgetpy/MM/TSOPF/TSOPF_RS_b9_c6/TSOPF_RS_b9_c6.mtx,1559,1559,3106,False,0.0,0.0,0.0012779363426416418,1.9923027581783195,2,0.0873956193983379,1.9923027581783195,0.0873956193983379,1,2,1.0,0.0,1,1,3106
1540-1102-640,Schenk_IBMNA/c-21,1,211,1,51,4.13725490196078,1,1540-1102-640,1540,1102,640,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-21/c-21.mtx,1102,1102,1102,False,1.0,1.0,0.0009074410163339383,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1102
2725-840-575,VDOL/reorientation_4,1,119,1,51,2.33333333333333,1,2725-840-575,2725,840,575,/home/anna/.ssgetpy/MM/VDOL/reorientation_4/reorientation_4.mtx,840,840,2166,False,1.0,1.0,0.0030697278911564624,2.5785714285714287,4,1.2453792144383582,2.5785714285714287,1.2453792144383582,1,4,1.0,0.0,1,1,2166
405-372-1385,DRIVCAV/cavity26,1,375,1,88,4.26136363636364,1,405-372-1385,405,372,1385,/home/anna/.ssgetpy/MM/DRIVCAV/cavity26/cavity26.mtx,372,372,8241,False,0.0,0.9683734939759037,0.05955168227540756,22.153225806451612,52,10.299319599751657,4.32258064516129,1.5109727004684348,1,10,5.125,5.703160673404412,1,22,1608
1631-168-9,Bai/rdb200l,1,71,0,97,0.731958762886598,0,1631-168-9,1631,168,9,/home/anna/.ssgetpy/MM/Bai/rdb200l/rdb200l.mtx,168,168,932,False,0.7801047120418848,1.0,0.03302154195011338,5.5476190476190474,6,0.6249716546860328,3.6547619047619047,0.5454148185216813,2,4,1.517915309446254,0.8592312786564784,1,3,614
1891-453-946,Marini/eurqsa,1,89,0,0,0.0,0,1891-453-946,1891,453,946,/home/anna/.ssgetpy/MM/Marini/eurqsa/eurqsa.mtx,453,453,1325,False,1.0,1.0,0.006456831815368722,2.924944812362031,3,0.2634803720329056,1.0,0.0,1,1,2.924944812362031,0.2634803720329056,2,3,453
2820-454-1532,Goodwin/Goodwin_023,1,195,1,80,2.4375,1,2820-454-1532,2820,454,1532,/home/anna/.ssgetpy/MM/Goodwin/Goodwin_023/Goodwin_023.mtx,454,454,10260,False,0.053580420989022055,0.9721019236579715,0.049777795028042464,22.599118942731277,52,11.80038075690268,6.5506607929515415,3.740578414647661,1,15,3.449899125756557,5.245295550313036,1,26,2974
1941-1812-71,JGD_CAG/CAG_mat1916,1,1107,1,95,11.6526315789474,1,1941-1812-71,1941,1812,71,/home/anna/.ssgetpy/MM/JGD_CAG/CAG_mat1916/CAG_mat1916.mtx,1812,1812,174862,False,0.21149956659924876,0.299416353655013,0.05325728891033044,96.50220750551877,262,55.75796694759527,75.00441501103752,39.1844562813083,1,196,1.2866203608323277,0.7644045519105042,1,12,135908
782-1352-1642,Nemeth/nemeth18,1,91,1,53,1.71698113207547,1,782-1352-1642,782,1352,1642,/home/anna/.ssgetpy/MM/Nemeth/nemeth18/nemeth18.mtx,1352,1352,99252,False,1.0,1.0,0.0542982563635727,73.41124260355029,82,6.677334549113778,6.487426035502959,1.507325858774158,2,8,11.315927488313761,20.40497961039055,1,74,8771
887-888-2087,Norris/fv1,1,13,1,55,0.236363636363636,0,887-888-2087,887,888,2087,/home/anna/.ssgetpy/MM/Norris/fv1/fv1.mtx,888,888,7352,True,1.0,1.0,0.00932351270189108,8.27927927927928,9,1.299141581942096,2.7815315315315314,0.413206966003128,2,3,2.976518218623482,0.15668382340970685,1,3,2470
1865-1535-235,Muite/Chebyshev2,1,90,1,51,1.76470588235294,1,1865-1535-235,1865,1535,235,/home/anna/.ssgetpy/MM/Muite/Chebyshev2/Chebyshev2.mtx,1535,1535,7663,False,0.0,1.0,0.0032522360979957347,4.992182410423453,5,0.11387801040642004,4.992182410423453,0.11387801040642004,3,5,1.0,0.0,1,1,7663
377-1838-44,Brunetiere/thermal,1,13,1,53,0.245283018867925,0,377-1838-44,377,1838,44,/home/anna/.ssgetpy/MM/Brunetiere/thermal/thermal.mtx,1838,1838,26432,False,0.05578596405627389,1.0,0.007824183214711549,14.380848748639826,18,4.245038445231956,5.235038084874864,1.288279708300725,3,6,2.747038037829973,0.4378062914031262,1,3,9622
2814-1556-6403,Grueninger/windtunnel_evap2d,0,1600,1,56,28.5714285714286,1,2814-1556-6403,2814,1556,6403,/home/anna/.ssgetpy/MM/Grueninger/windtunnel_evap2d/windtunnel_evap2d.mtx,1556,1556,12295,False,0.0,0.9520439519508334,0.005078194698686898,7.901670951156812,10,2.1279683117806987,4.9704370179948585,1.3951440073709918,2,6,1.5897336436514093,0.8648843480600487,1,3,7734
528-1071-4775,Gset/G63,1,73,0,0,0.0,0,528-1071-4775,528,1071,4775,/home/anna/.ssgetpy/MM/Gset/G63/G63.mtx,1071,1071,550,False,1.0,1.0,0.00047949463009604713,0.5135387488328664,3,0.5620033370586441,1.2941176470588236,0.5620033370586441,1,3,1.0,0.0,1,1,550
339-130-157,Boeing/bcsstk34,0,150,1,60,2.5,1,339-130-157,339,130,157,/home/anna/.ssgetpy/MM/Boeing/bcsstk34/bcsstk34.mtx,130,130,3272,True,1.0,1.0,0.1936094674556213,25.16923076923077,35,5.738049067461144,8.323076923076924,2.1311440936569714,5,15,3.024029574861368,2.054564197047822,1,18,1082
1198-152-22,Rajat/rajat14,1,44,0,0,0.0,0,1198-152-22,1198,152,22,/home/anna/.ssgetpy/MM/Rajat/rajat14/rajat14.mtx,152,152,724,False,0.010452961672473868,0.9895470383275261,0.03133656509695291,4.7631578947368425,19,2.264940519209181,2.8933333333333335,1.4475112741836897,1,10,1.6682027649769586,0.9506500300445434,1,6,434
1-499-117,HB/1138_bus,1,465,1,84,5.53571428571429,1,1-499-117,1,499,117,/home/anna/.ssgetpy/MM/HB/1138_bus/1138_bus.mtx,499,499,1617,True,1.0,1.0,0.0064939498234946845,3.2404809619238475,17,1.6756790772334755,2.5771543086172346,1.2707433634010168,1,13,1.2573872472783827,0.6234185723023412,1,7,1286
396-1873-119,DRIVCAV/cavity17,1,345,1,134,2.57462686567164,1,396-1873-119,396,1873,119,/home/anna/.ssgetpy/MM/DRIVCAV/cavity17/cavity17.mtx,1873,1873,53034,False,0.0,1.0,0.015117460047791857,28.315002669514147,62,16.120974661569562,6.010144153764015,2.2021209090722613,1,14,4.7112019188060765,5.379595499901792,1,22,11257
207-128-18,HB/lund_b,0,150,1,63,2.38095238095238,1,207-128-18,207,128,18,/home/anna/.ssgetpy/MM/HB/lund_b/lund_b.mtx,128,128,2132,True,1.0,1.0,0.130126953125,16.65625,21,4.2892261466959285,2.8359375,0.5270398429850915,2,4,5.873278236914601,1.9765643446482162,1,9,363
1640-1776-1139,Bai/tols4000,1,27,1,51,0.529411764705882,0,1640-1776-1139,1640,1776,1139,/home/anna/.ssgetpy/MM/Bai/tols4000/tols4000.mtx,1776,1776,2414,False,0.0,0.0,0.0007653345913481048,1.3592342342342343,2,0.4797759885492161,1.3592342342342343,0.4797759885492161,1,2,1.0,0.0,1,1,2414
228-1252-147,HB/plat1919,1,600,0,1350,0.444444444444444,0,228-1252-147,228,1252,147,/home/anna/.ssgetpy/MM/HB/plat1919/plat1919.mtx,1252,1252,14646,True,1.0,1.0,0.00934351682675132,11.698083067092652,15,2.625123669589643,5.512779552715655,0.8224075965829667,1,6,2.1219936250362212,0.7028197303834952,1,5,6902
304-607-242,Bai/cdde5,0,650,1,134,4.85074626865672,1,304-607-242,304,607,242,/home/anna/.ssgetpy/MM/Bai/cdde5/cdde5.mtx,607,607,2931,False,0.0,1.0,0.007954967987428382,4.828665568369028,5,0.40217943963428215,2.897858319604613,0.30283453819106193,2,3,1.6662876634451393,0.9299241224287442,1,3,1759
339-302-197,Boeing/bcsstk34,0,350,1,65,5.38461538461539,1,339-302-197,339,302,197,/home/anna/.ssgetpy/MM/Boeing/bcsstk34/bcsstk34.mtx,302,302,10106,True,1.0,1.0,0.11080654357265032,33.4635761589404,47,9.996207780580804,10.56953642384106,3.400447835280139,4,19,3.1660401002506267,2.160681830656544,1,18,3192
871-1010-1622,Pothen/commanche_dual,1,40,0,0,0.0,0,871-1010-1622,871,1010,1622,/home/anna/.ssgetpy/MM/Pothen/commanche_dual/commanche_dual.mtx,1010,1010,1662,False,1.0,1.0,0.0016292520341143026,1.6455445544554455,4,0.6887389470066372,1.4851485148514851,0.6071172165051838,1,4,1.108,0.32711262076946324,1,3,1500
393-239-1714,DRIVCAV/cavity14,0,250,1,83,3.01204819277108,1,393-239-1714,393,239,1714,/home/anna/.ssgetpy/MM/DRIVCAV/cavity14/cavity14.mtx,239,239,4634,False,0.0,0.9434724091520862,0.08112603070674533,19.389121338912133,49,8.544447343128917,3.907949790794979,1.5684852584092834,1,10,4.961456102783726,5.477089954345042,1,22,934
433-1957-6,FIDAP/ex37,1,48,1,55,0.872727272727273,0,433-1957-6,433,1957,6,/home/anna/.ssgetpy/MM/FIDAP/ex37/ex37.mtx,1957,1957,31367,False,0.8991499489969398,1.0,0.00819014013346218,16.02810424118549,85,18.338349739368045,10.132856412876853,10.928331992079197,1,46,1.5817952597075138,1.0153841373996466,1,10,19830
151-533-110,HB/fs_680_3,1,377,1,52,7.25,1,151-533-110,151,533,110,/home/anna/.ssgetpy/MM/HB/fs_680_3/fs_680_3.mtx,533,533,1195,False,0.0,0.5226586102719033,0.0042064282671979555,2.2420262664165103,6,1.4298995698292523,1.7729831144465291,0.8326487008348314,1,4,1.2645502645502646,0.6728777602787209,1,3,945
1019-754-987,Sandia/adder_dcop_36,1,47,0,0,0.0,0,1019-754-987,1019,754,987,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_36/adder_dcop_36.mtx,754,754,2339,False,0.0,0.5671077504725898,0.004114220180258779,3.1021220159151195,8,1.4811937644162516,2.3164893617021276,1.2174897504455706,1,8,1.3427095292766935,0.6044241839612174,1,5,1742
207-133-5,HB/lund_b,0,150,1,63,2.38095238095238,1,207-133-5,207,133,5,/home/anna/.ssgetpy/MM/HB/lund_b/lund_b.mtx,133,133,2217,True,1.0,1.0,0.1253321273107581,16.669172932330827,21,4.3610059619507044,2.857142857142857,0.4611665030134032,2,4,5.83421052631579,2.151226861191132,1,9,380
399-433-3047,DRIVCAV/cavity20,1,336,1,80,4.2,1,399-433-3047,399,433,3047,/home/anna/.ssgetpy/MM/DRIVCAV/cavity20/cavity20.mtx,433,433,10248,False,0.0,0.9746274667740636,0.05465920667345817,23.66743648960739,52,11.148598525671874,4.586605080831409,1.4741829924772087,1,10,5.16012084592145,5.747414216561709,1,22,1986
331-644-530,Bai/rdb2048,1,100,1,400,0.25,0,331-644-530,331,644,530,/home/anna/.ssgetpy/MM/Bai/rdb2048/rdb2048.mtx,644,644,3690,False,0.7892317793827971,1.0,0.008897226187261294,5.729813664596273,6,0.4968652941780301,3.767080745341615,0.4441862400395112,2,4,1.5210222588623248,0.8731187206854436,1,3,2426
1164-211-124,Sandia/oscil_dcop_53,1,149,0,0,0.0,0,1164-211-124,1164,211,124,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_53/oscil_dcop_53.mtx,211,211,661,False,0.691304347826087,1.0,0.01484692616967274,3.132701421800948,13,1.567266404266073,2.3364928909952605,1.2374660792695802,1,11,1.3407707910750508,0.7131771997577767,1,3,493
46-855-2629,HB/bcsstk24,0,900,1,64,14.0625,1,46-855-2629,46,855,2629,/home/anna/.ssgetpy/MM/HB/bcsstk24/bcsstk24.mtx,855,855,26161,True,1.0,1.0,0.035786737799664854,30.59766081871345,54,17.066077132143686,2.601169590643275,1.1652868182983245,1,7,11.763039568345324,5.353347380013389,1,24,2224
1444-830-1320,Oberwolfach/rail_5177,1,44,1,73,0.602739726027397,0,1444-830-1320,1444,830,1320,/home/anna/.ssgetpy/MM/Oberwolfach/rail_5177/rail_5177.mtx,830,830,4154,False,1.0,1.0,0.006029902743504137,5.004819277108433,9,2.3118293812089945,3.391566265060241,1.6368280241212576,1,8,1.4756660746003551,0.717723638069019,1,6,2815
424-270-189,FIDAP/ex27,0,300,1,61,4.91803278688525,1,424-270-189,424,270,189,/home/anna/.ssgetpy/MM/FIDAP/ex27/ex27.mtx,270,270,9079,False,0.51806684733514,0.9211833785004516,0.12454046639231825,33.62592592592593,92,19.43490736130896,6.559259259259259,2.4025849134043042,3,14,5.126482213438735,5.204006838336737,1,21,1771
239-195-42,HB/saylr1,1,94,1,61,1.54098360655738,1,239-195-42,239,195,42,/home/anna/.ssgetpy/MM/HB/saylr1/saylr1.mtx,195,195,917,False,0.6398891966759003,1.0,0.024115713346482576,4.702564102564103,5,0.5298704144857227,2.8564102564102565,0.350673251226231,2,3,1.6463195691202872,0.9080973807870354,1,3,557
148-408-110,HB/fs_541_4,0,450,1,55,8.18181818181818,1,148-408-110,148,408,110,/home/anna/.ssgetpy/MM/HB/fs_541_4/fs_541_4.mtx,408,408,2337,False,0.0,0.7579056505961638,0.014039071510957324,5.727941176470588,7,1.1618965549406408,5.026960784313726,1.2234468258641369,3,7,1.1394441735738665,0.4350103628382121,1,3,2051
301-374-136,Bai/cdde2,1,42,1,59,0.711864406779661,0,301-374-136,301,374,136,/home/anna/.ssgetpy/MM/Bai/cdde2/cdde2.mtx,374,374,1782,False,0.0,1.0,0.012739855300408933,4.764705882352941,5,0.4604523399278985,2.834224598930481,0.37187890161954457,2,3,1.681132075471698,0.9347699956781992,1,3,1060
321-286-102,Bai/olm500,0,300,1,64,4.6875,1,321-286-102,321,286,102,/home/anna/.ssgetpy/MM/Bai/olm500/olm500.mtx,286,286,1138,False,0.3333333333333333,0.6666666666666666,0.013912660765807619,3.979020979020979,6,1.9963902090254668,1.0,0.0,1,1,3.979020979020979,1.9963902090254668,1,6,286
1060-664-470,Sandia/fpga_dcop_06,1,546,1,51,10.7058823529412,1,1060-664-470,1060,664,470,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_06/fpga_dcop_06.mtx,664,664,2368,False,0.13615023474178403,0.9964788732394366,0.0053708811148207285,3.566265060240964,35,3.977550772348548,1.9774096385542168,0.7056795671360786,1,7,1.8035034272658035,2.141830132622646,1,24,1313
384-501-97,DRIVCAV/cavity05,1,196,1,89,2.20224719101124,1,384-501-97,384,501,97,/home/anna/.ssgetpy/MM/DRIVCAV/cavity05/cavity05.mtx,501,501,13339,False,0.6365319345880901,0.9344338167232336,0.05314321456886626,26.624750499001998,62,13.616610518905855,5.944111776447106,2.0190881174008677,2,14,4.479180658159839,4.973577235491192,1,22,2978
1044-1366-181,Sandia/adder_dcop_61,1,104,0,0,0.0,0,1044-1366-181,1044,1366,181,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_61/adder_dcop_61.mtx,1366,1366,4757,False,0.0017647058823529412,0.5829411764705882,0.0025493634362225045,3.4824304538799415,10,1.6911010887786757,2.9338721528288025,1.4772456084290018,1,9,1.1913348359629352,0.44643457306769163,1,5,3993
1395-1759-2181,MKS/fp,1,45,1,60,0.75,0,1395-1759-2181,1395,1759,2181,/home/anna/.ssgetpy/MM/MKS/fp/fp.mtx,1759,1759,5773,False,0.0,1.0,0.0018658205780650217,3.281978396816373,6,0.8280674416934012,2.7009664582148947,0.8289490586260795,1,5,1.215112607872027,0.4615629909363883,1,4,4751
305-725-106,Bai/cdde6,1,92,1,62,1.48387096774194,0,305-725-106,305,725,106,/home/anna/.ssgetpy/MM/Bai/cdde6/cdde6.mtx,725,725,3515,False,0.0,1.0,0.006687277051129608,4.848275862068966,5,0.3811241897833959,2.91448275862069,0.27964985751146576,2,3,1.6635115948887838,0.9295477590876936,1,3,2113
1623-1464-456,Bai/mhd3200b,1,82,1,52,1.57692307692308,1,1623-1464-456,1623,1464,456,/home/anna/.ssgetpy/MM/Bai/mhd3200b/mhd3200b.mtx,1464,1464,8362,True,1.0,1.0,0.003901467646092747,5.711748633879782,10,1.9562073549354624,2.918032786885246,0.5679052285829002,1,4,1.9573970037453183,0.8979072441889823,1,4,4272
385-514-203,DRIVCAV/cavity06,1,384,0,0,0.0,0,385-514-203,385,514,203,/home/anna/.ssgetpy/MM/DRIVCAV/cavity06/cavity06.mtx,514,514,13377,False,0.0,1.0,0.05063286348014353,26.025291828793776,62,15.188834049361812,5.369140625,2.2067157891252354,1,13,4.866133139323391,5.458022519194392,1,22,2749
2688-805-2388,VDOL/freeFlyingRobot_16,1,298,1,51,5.84313725490196,1,2688-805-2388,2688,805,2388,/home/anna/.ssgetpy/MM/VDOL/freeFlyingRobot_16/freeFlyingRobot_16.mtx,805,805,805,False,1.0,1.0,0.0012422360248447205,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,805
1433-1377-3178,Oberwolfach/flowmeter5,1,824,1,67,12.2985074626866,1,1433-1377-3178,1433,1377,3178,/home/anna/.ssgetpy/MM/Oberwolfach/flowmeter5/flowmeter5.mtx,1377,1377,9399,False,0.054599850411368736,1.0,0.004956941220771372,6.825708061002179,9,0.6764907606126483,6.250544662309368,0.9954734485221657,3,9,1.092018124782154,0.2890515343217019,1,2,8607
297-256-70,Bai/bfwb782,1,18,1,56,0.321428571428571,0,297-256-70,297,256,70,/home/anna/.ssgetpy/MM/Bai/bfwb782/bfwb782.mtx,256,256,1328,False,1.0,1.0,0.020263671875,5.1875,7,1.3005407529178008,4.90234375,1.4638329846112696,1,7,1.0581673306772907,0.2473022327258721,1,3,1255
